Event Date,Event Date,Shows,Artist,Revenue (USD),Tickets Sold,Capacity,%,Venue,City,Country,,,
02/17/2024,02/18/2024,2,Madonna,5716576,27582,27582,100%,Climate Pledge Arena,Seattle,United States,,,
02/17/2024,02/17/2024,2,Monster Jam,458198,14472,24128,59.98%,Paycom Center,Oklahoma City,United States,,,
02/17/2024,02/17/2024,1,Nate Bargatze,1053960,15374,16690,92.12%,Kia Center,Orlando,United States,,,
02/17/2024,02/17/2024,1,Rod Stewart,650346,4869,4869,100%,Daily's Place Amphitheater,Jacksonville,United States,,,
02/17/2024,02/17/2024,1,Stevie Nicks,2172890,12021,12021,100%,CFG Bank Arena,Baltimore,United States,,,
02/17/2024,02/18/2024,2,The 1975,2312390,30466,30466,100%,AO Arena,Manchester,England,,,
02/17/2024,02/17/2024,1,TobyMac,237968,5839,5839,100%,Accesso ShoWare Center,Kent,United States,,,
01/17/2024,01/17/2024,1,Travis Scott,915975,9181,10323,88.94%,Fiserv Forum,Milwaukee,United States,,,
02/17/2024,02/17/2024,1,UFC 298,7264734,18186,18186,100%,Honda Center,Anaheim,United States,,,
02/17/2024,02/17/2024,1,Winter Jam,255598,10952,13220,82.84%,Legacy Arena,Birmingham,United States,,,
02/17/2024,02/17/2024,1,Yonder Mountain String Band,20895,605,605,100%,Intuition Ale Works,Jacksonville,United States,,,
02/17/2024,02/18/2024,2,Zedd,268500,3500,3500,100%,Brooklyn Hangar,New York,United States,,,
02/16/2024,02/18/2024,1,Billy Strings,1247847,18266,18266,100%,Asheville.com Arena,Asheville,United States,,,
02/16/2024,02/24/2024,4,Blink-182,7067400,64750,64750,100%,Qudos Bank Arena,Sydney,Australia,,,
02/16/2024,02/16/2024,1,Cody Johnson,449213,7260,7554,96.10%,Amerant Bank Arena,Sunrise,United States,,,
02/16/2024,02/16/2024,1,Diana Krall,178983,1709,1800,94.94%,Ruth Eckerd Hall,Clearwater,United States,,,
02/16/2024,02/16/2024,1,Dionne Warwick,101882,1290,1290,100%,Mayo Performing Arts Center,Morristown,United States,,,
02/16/2024,02/17/2024,2,Drake,7071409,33639,33639,100%,PPG Paints Arena,Pittsburgh,United States,,,
02/16/2024,02/16/2024,1,Eagles,3478118,11753,11753,100%,Toyota Center,Houston,United States,,,
02/16/2024,02/16/2024,1,Ed Sheeran,9430976,57161,61487,92.96%,National Stadium,Singapore,Singapore,,,
02/16/2024,02/16/2024,1,Gilberto Santa Rosa,536608,5748,5748,100%,Kia Center,Orlando,United States,,,
02/16/2024,02/18/2024,4,Jurassic Live,39833,2764,2764,100%,York Barbican,York,England,,,
02/16/2024,02/17/2024,2,Karol G,7273924,52643,52643,100%,Estadio Mobil Super,Monterrey,Mexico,,,
02/16/2024,02/16/2024,1,Maiara e Maraisa,393973,6574,8038,81.79%,MEO Arena,Lisbon,Portugal,,,
02/16/2024,03/19/2024,3,P!nk,16321907,139901,139901,100%,Suncorp Stadium,Brisbane,Australia,,,
02/16/2024,02/16/2024,1,Rod Stewart,434275,1282,1282,100%,Hard Rock Event Center,Tampa,United States,,,
02/16/2024,02/16/2024,1,TobyMac,159514,5223,5223,100%,Abbotsford Centre,Abbotsford,United States,,,
02/16/2024,02/16/2024,1,Winter Jam,321864,11715,14155,82.76%,Bridgestone Arena,Nashville,United States,,,
02/16/2024,02/16/2024,1,Yonder Mountain String Band,20235,600,600,100%,Victory North,Savannah,United States,,,
02/15/2024,02/15/2024,1,Andrea Bocelli,2179916,10777,10777,100%,Bon Secours Wellness Arena,Greenville,United States,,,
02/15/2024,02/15/2024,1,Disturbed,436051,5657,5657,100%,Marshall Health Network Aren,Huntington,United States,,,
02/15/2024,02/15/2024,1,Laura Pausini,1011076,9291,9400,98.84%,Hallenstadion,Zurich,Switzerland,,,
02/15/2024,02/15/2024,1,Los Ángeles Azules,300855,3748,4708,79.61%,Gas South Arena,Duluth,United States,,,
02/15/2024,02/15/2024,1,Marc Anthony,852163,6467,8056,80.28%,Toyota Arena,Ontario,United States,,,
02/15/2024,02/18/2024,4,Mitski,939461,16319,16319,100%,MGM Music Hall,Boston,United States,,,
02/15/2024,02/16/2024,2,Nate Bargatze,1215817,14448,16916,85.41%,Hertz Arena,Estero,United States,,,
02/15/2024,02/15/2024,1,TobyMac,185527,5251,5251,100%,Toyota Center,Kennewick,United States,,,
02/15/2024,02/15/2024,1,Winter Jam,177915,7823,8779,89.11%,Allen County War Memorial Coliseum,Fort Wayne,United States,,,
02/14/2024,02/14/2024,1,Chicago,164615,1745,1775,98.31%,Wagner Noël Performing Arts Center,Midland,United States,,,
02/14/2024,02/15/2024,2,Jay Wheeler,2081465,30773,32400,94.98%,Coliseo de Puerto Rico,San Juan,Puerto Rico,,,
02/14/2024,02/14/2024,1,Journey,942161,10031,10031,100%,Bon Secours Wellness Arena,Greenville,United States,,,
02/14/2024,02/18/2024,5,Los Temerarios,8556557,74821,79020,94.69%,Arena CDMX ,Mexico City,Mexico,,,
02/14/2024,02/14/2024,1,Marc Anthony,535105,5611,9536,58.84%,Acrisure Arena,Palm Desert,United States,,,
02/14/2024,02/14/2024,1,Stevie Nicks,2540185,13887,13887,100%,UBS Arena,New York,United States,,,
02/13/2024,02/29/2024,5,Blink-182,7886373,71842,71842,100%,Rod Laver Arena,Melbourne,Australia,,,
02/13/2024,02/20/2024,3,Depeche Mode,6841697,40422,40422,100%,Merecedes-Benz Arena,Berlin,Germany,,,
02/13/2024,02/13/2024,1,Diana Krall,201787,1846,2537,72.76%,Dr. Phillips Center,Orlando,United States,,,
02/13/2024,02/13/2024,1,Disturbed,542450,8444,10408,81.13%,CFG Bank Arena,Baltimore,United States,,,
02/13/2024,02/13/2024,1,Eagles,3223451,11848,11848,100%,BOK Center,Tulsa,United States,,,
02/13/2024,02/13/2024,1,Franglish,621584,15206,15206,100%,Accor Arena,Paris,France,,,
02/13/2024,02/18/2024,8,Hamilton,3244277,31924,35136,90.86%,Fox Theatre,Atlanta,United States,,,
02/13/2024,02/13/2024,1,Los Ángeles Azules ,79379,962,2119,45.40%,Ryman Auditorium,Nashville,United States,,,
02/13/2024,02/13/2024,1,Madonna,2378636,12024,12024,100%,Xcel Energy Center,Saint Paul,United States,,,
02/13/2024,02/13/2024,1,Matchbox Twenty,1232863,13384,13761,97.26%,RAC Arena,Perth,Australia,,,
02/13/2024,02/13/2024,1,P!nk,3245475,31366,31366,100%,McDonald Jones Stadium,Newcastle,Australia,,,
02/13/2024,02/13/2024,1,Postmodern Jukebox,49836,767,767,100%,Egyptian Theatre,Boise,United States,,,
02/13/2024,02/13/2024,1,Slayyyter,13258,500,500,100%,Warehouse,Glasgow,Scotland,,,
02/13/2024,02/13/2024,1,TobyMac,125446,3525,8205,42.96%,Reno Events Center,Reno,United States,,,
02/13/2024,02/13/2024,1,Tycoon Music Festival,1427074,12099,12099,100%,State Farm Arena,Atlanta,United States,,,
02/12/2024,02/12/2024,1,André 3000 ,74072,576,576,100%,Thalia Hall,Chicago,United States,,,
02/12/2024,02/12/2024,1,D-Block Europe,1147856,16106,16106,100%,AO Arena,Manchester,England,,,
02/12/2024,02/12/2024,1,Diana Krall,199337,1599,1704,93.84%,Charleston Gaillard Center,Charleston,United States,,,
02/12/2024,02/13/2024,2,Drake,6022348,30938,30938,100%,Enterprise Center,St. Louis,United States,,,
02/12/2024,02/12/2024,1,Jordan B. Peterson,254073,3553,3553,100%,Chicago Theatre,Chicago,United States,,,
02/12/2024,02/12/2024,1,Laura Pausini,738031,8732,9178,95.14%,Accor Arena,Paris,France,,,
02/12/2024,02/12/2024,1,Luis Miguel,6841619,35422,36013,98.36%,Estadio Monumental,Caracas,Venezuela,,,
02/12/2024,02/12/2024,1,World Wrestling Entertainment,578865,9855,14903,66.13%,Rupp Arena,Lexington,United States,,,
02/11/2024,02/11/2024,1,Blink-182,1138663,10039,10039,100%,Entertainment Centre,Adelaide,Australia,,,
02/11/2024,02/11/2024,1,Postmodern Jukebox,141007,2763,2845,97.12%,Paramount Theatre,Seattle,United States,,,
02/11/2024,02/11/2024,1,St. Jerome's Laneway Festival,1749367,13652,20000,68.26%,Wellington Square,Perth,Australia,,,
02/10/2024,02/10/2024,1,Cody Johnson,893285,14479,14479,100%,Simmons Bank Arena,North Little Rock,United States,,,
02/10/2024,02/10/2024,1,Cody Jinks,348530,5007,5007,100%,MGM Music Hall,Boston,United States,,,
02/10/2024,02/10/2024,1,Depeche Mode,2263426,14327,14327,100%,Royal Arena,Copenhagen,Denmark,,,
02/10/2024,02/10/2024,1,Disturbed,643593,7003,7426,94.30%,Mohegan Sun Arena,Uncasville,United States,,,
02/10/2024,02/10/2024,1,Eagles,3187668,13580,13580,100%,CHI Health Center,Omaha,United States,,,
02/10/2024,02/10/2024,1,Ed Sheeran,5049215,44470,47560,93.50%,Rajamangala Stadium,Bangkok,Thailand,,,
02/10/2024,02/10/2024,1,Gilberto Santa Rosa,316160,2786,2786,100%,MGM National Harbor,Oxon Hill,United States,,,
02/10/2024,02/10/2024,1,Gloria Trevi,556352,6423,6423,100%,Golden 1 Center,Sacramento,United States,,,
02/10/2024,02/10/2024,1,Jeff Dunham,250208,4468,4468,100%,Toyota Center,Kennewick,United States,,,
02/10/2024,02/10/2024,1,Los Tigres Del Norte,1180178,13159,13159,100%,Allstate Arena,Rosemont,United States,,,
02/10/2024,02/10/2024,1,Marc Anthony,1642232,12309,12309,100%,Prudential Center,Newark,United States,,,
02/10/2024,02/10/2024,1,Mayer Hawthorne,16650,440,440,100%,Star Theater,Portland,United States,,,
02/10/2024,02/10/2024,2,Nate Bargatze,2123013,28078,36680,76.55%,T-Mobile Center,Kansas City,United States,,,
02/10/2024,02/10/2024,1,Noah Kahan,840693,13793,13793,100%,OVO Hydro,Glasgow,Scotland,,,
02/10/2024,02/10/2024,1,Peter Kay,1018322,13825,13825,100%,AO Arena,Manchester,England,,,
02/10/2024,02/10/2024,1,St. Jerome's Laneway Festival,3412614,26472,30000,88.24%,Flemington Racecourse,Melbourne,Australia,,,
02/10/2024,02/10/2024,1,The Harlem Globetrotters,367650,6572,10253,64.10%,American Airlines Center,Dallas,United States,,,
02/10/2024,02/10/2024,1,TobyMac,398353,8208,8208,100%,Toyota Arena,Ontario,United States,,,
02/10/2024,02/10/2024,1,Tom Segura,1159232,11270,13696,82.29%,MGM Grand Garden,Las Vegas,United States,,,
02/10/2024,02/10/2024,1,Tool,1486335,11879,11879,100%,Footprint Center,Phoenix,United States,,,
02/10/2024,02/10/2024,1,Winter Jam,265735,10152,10152,100%,Gas South Arena,Duluth,United States,,,
02/09/2024,02/09/2024,1,Boyz II Men,247197,3908,3981,98.17%,MGM Music Hall,Boston,United States,,,
02/09/2024,02/09/2024,1,Cody Johnson,734660,11188,11188,100%,INTRUST Bank Arena,Wichita,United States,,,
02/09/2024,02/09/2024,1,"Enrique Iglesias, Ricky Martin & Pitbull",1289375,9340,9340,100%,Moody Center,Austin,United States,,,
02/09/2024,02/09/2024,1,Gloria Trevi,389345,5380,5380,100%,Acrisure Arena,Palm Desert,United States,,,
02/09/2024,02/09/2024,1,Kanye West & Ty Dolla $ign,2153711,10800,10800,100%,UBS Arena,New York,United States,,,
02/09/2024,02/09/2024,1,Keyshia Cole & Trey Songz,1053991,8219,8219,100%,Prudential Center,Newark,United States,,,
02/09/2024,02/09/2024,1,Marc Anthony,1116236,9231,11327,81.50%,Capital One Arena,Washington,United States,,,
02/09/2024,02/09/2024,1,Nate Bargatze,1229981,15597,17220,90.57%,CHI Health Center,Omaha,United States,,,
02/09/2024,02/09/2024,1,NF,808876,11377,11377,100%,Qudos Bank Arena,Sydney,Australia,,,
02/09/2024,02/10/2024,2,P!nk,9788490,78539,78539,100%,Allianz Stadium,Sydney,Australia,,,
02/09/2024,02/09/2024,1,Peter Kay,1017123,13814,13814,100%,AO Arena,Manchester,England,,,
02/09/2024,02/09/2024,4,Sebastian Maniscalco,714116,4866,5920,82.20%,Encore Theater,Las Vegas,United States,,,
02/09/2024,02/09/2024,1,St. Jerome's Laneway Festival,1690748,14692,20000,73.46%,Bonython Park,Adelaide,Australia,,,
02/09/2024,02/09/2024,1,TobyMac,192186,5060,7078,71.49%,Pechanga Arena,San Diego,United States,,,
02/09/2024,02/09/2024,1,Winter Jam,240893,10106,14000,72.19%,PNC Arena,Raleigh,United States,,,
02/08/2024,02/08/2024,1,Black Pumas,210616,2978,2978,100%,Fox Theater,Oakland,United States,,,
02/08/2024,02/09/2024,2,Blink-182,3323881,30537,30537,100%,RAC Arena,Perth,Australia,,,
02/08/2024,02/08/2024,1,Bryan Adams,625858,10050,10248,98.07%,Arena CDMX,Mexico City,Mexico,,,
02/08/2024,02/08/2024,1,Depeche Mode,1882374,15596,15596,100%,Ziggo Dome,Amsterdam,Netherlands,,,
02/08/2024,02/08/2024,1,Disturbed,545573,8013,10252,78.16%,Thompson-Boling Arena,Knoxville,United States,,,
02/08/2024,02/08/2024,1,"Enrique Iglesias, Ricky Martin & Pitbull",912793,9033,9033,100%,Paycom Center,Oklahoma City,United States,,,
02/08/2024,02/10/2024,5,Jim Gaffigan,994953,13115,15245,86.03%,Shea's Performing Arts Center,Buffalo,United States,,,
02/08/2024,02/08/2024,1,Kanye West & Ty Dolla $ign,2288598,16972,16972,100%,United Center,Chicago,United States,,,
02/08/2024,02/10/2024,3,Karol G,18410706,140795,140795,100%,Estadio Azteca,Mexico City,Mexico,,,
02/08/2024,02/08/2024,1,Luis Miguel,4117227,38714,38714,100%,Estadio Nacional,San Jose,Costa Rica,,,
02/08/2024,02/08/2024,1,Madonna,2895768,14139,14139,100%,Rocket Mortgage Fieldhouse,Cleveland,United States,,,
02/08/2024,02/09/2024,2,The 1975,2111932,27143,27143,100%,OVO Hydro,Glasgow,Scotland,,,
02/07/2024,02/07/2024,1,All Elite Wrestling,231666,4435,4969,89.25%,Footprint Center,Phoenix,United States,,,
02/07/2024,02/08/2024,2,IVE,1888026,20748,20748,100%,Osaka-jō Hall,Osaka,Japan,,,
02/07/2024,02/07/2024,1,Pantera,377971,4951,8661,57.16%,Rupp Arena,Lexington,United States,,,
02/06/2024,02/06/2024,1,Bryan Adams,501563,7128,7609,93.68%,Arena Monterrey ,Monterrey,Mexico,,,
02/06/2024,02/06/2024,1,Cold War Kids,34370,1111,1140,97.46%,The Elm,Bozeman,United States,,,
02/06/2024,02/06/2024,1,Depeche Mode,2286789,19230,19230,100%,Sportpaleis,Antwerp,Belgium,,,
02/06/2024,02/06/2024,1,Disturbed,601679,7003,7003,100%,Huntington Center,Toledo,United States,,,
02/06/2024,02/06/2024,1,Eagles,3300099,12288,12288,100%,Enterprise Center,St. Louis,United States,,,
02/06/2024,02/12/2024,8,Hamilton,2975995,29962,35136,85.27%,Fox Theatre,Atlanta,United States,,,
02/06/2024,02/06/2024,1,St. Jerome's Laneway Festival,2715640,22476,30000,74.92%,Western Springs Stadium,Auckland,New Zealand,,,
02/06/2024,02/07/2024,2,Tinashe,77000,2200,2200,100%,The Anthem,Washington,United States,,,
02/06/2024,02/07/2024,2,TWICE,6408217,65984,65984,100%,Allianz Parque,São Paulo,Brazil,,,
02/05/2024,02/05/2024,1,Bad Omens,74805,1982,1982,100%,Ancienne,Brussels,Belgium,,,
02/05/2024,02/05/2024,1,Cold War Kids,30970,907,999,90.79%,Knitting Factory Concert House,Boise,United States,,,
02/05/2024,02/05/2024,1,Disturbed,467372,6576,7876,83.49%,Ford Center,Evansville,United States,,,
02/05/2024,02/05/2024,1,LP,233830,6095,6095,100%,Auditorio Telmex,Zapopan,Mexico,,,
02/05/2024,02/05/2024,1,Luis Miguel,2065208,18501,18501,100%,Estadio Nacional,Managua,Nicaragua,,,
02/05/2024,02/05/2024,1,Madonna,2204097,11672,11672,100%,PPG Paints Arena,Pittsburgh,United States,,,
02/04/2024,02/04/2024,1,Portugal. The Man,51568,1087,1250,86.96%,The Marquee,Tempe,United States,,,
02/04/2024,02/04/2024,1,Rise Against,122838,1948,1948,100%,Forum,Melbourne,Australia,,,
02/04/2024,02/04/2024,1,St. Jerome's Laneway Festival,2627586,20295,30000,67.65%,Showgrounds,Sydney,Australia,,,
02/04/2024,02/04/2024,1,St. Jerome's Laneway Festival,15886840,120000,120000,100%,Showgrounds,Sydney,Australia,,,
02/03/2024,02/04/2024,2,ATEEZ,4007414,45200,45200,100%,Super Arena,Saitama,Japan,,,
02/03/2024,02/04/2024,2,Coldplay,16878887,106027,106027,100%,Rajamangala Stadium,Bangkok,Thailand,,,
02/03/2024,02/03/2024,1,Depeche Mode,2139543,13829,13829,100%,3Arena,Dublin,Ireland,,,
02/03/2024,02/03/2024,1,Ed Sheeran,9668365,54369,54369,100%,National Stadium,Kaohsiung,Taiwan,,,
02/03/2024,02/03/2024,1,ENHYPEN,4135557,23764,23850,99.64%,New Clark Stadium,New Clark City,Philippines,,,
02/03/2024,02/03/2024,1,Gloria Trevi,667223,7261,7261,100%,SAP Center,San Jose,United States,,,
02/03/2024,02/03/2024,1,Hits Deep Tour,380877,9504,10143,93.70%,Desert Diamond Arena,Glendale,United States,,,
02/03/2024,02/03/2024,2,Hot Wheels Monster Trucks Live,1704767,24423,40000,61.66%,La Défense Arena,Paris,France,,,
02/03/2024,02/03/2024,1,Kiefer,3816,252,252,100%,Ancienne,Brussels,Belgium,,,
02/03/2024,02/03/2024,1,Laura Pausini,793997,9079,12198,74.43%,MEO Arena,Lisbon,Portugal,,,
02/03/2024,02/03/2024,1,St. Jerome's Laneway Festival,2935531,22470,30000,74.90%,Showgrounds,Brisbane,Australia,,,
02/03/2024,02/04/2024,4,Strictly Come Dancing Live!,2140679,31481,35084,89.73%,AO Arena,Manchester,England,,,
02/03/2024,02/03/2024,1,Tool,1314934,11621,11621,100%,Paycom Center,Oklahoma City,United States,,,
02/03/2024,02/03/2024,1,Vir Das,129795,3553,3553,100%,Chicago Theatre,Chicago,United States,,,
02/02/2024,02/03/2024,2,Afterlife Medellín Festival,2469601,137697,137697,100%,Estadio Cincuentenario,Medellin,Colombia,,,
02/02/2024,02/02/2024,1,Beartooth,43464,1150,1150,100%,Charleston Music Hall,Charleston,United States,,,
02/02/2024,02/02/2024,1,Disturbed,636899,9966,11677,85.35%,T-Mobile Center,Kansas City,United States,,,
02/02/2024,02/04/2024,2,Drake,8130593,32877,32877,100%,Amalie Arena,Tampa,United States,,,
02/02/2024,02/03/2024,2,Eagles,6344554,21862,22091,100%,Moody Center,Austin,United States,,,
02/02/2024,02/04/2024,3,Excision,3295537,45917,45917,100%,Tacoma Dome,Tacoma,United States,,,
02/02/2024,02/02/2024,1,Gloria Trevi,695150,6825,6825,100%,Honda Center,Anaheim,United States,,,
02/02/2024,02/02/2024,1,Hits Deep Tour,188995,5771,6182,93.35%,Rio Rancho Events Center,Rio Rancho,United States,,,
02/02/2024,02/03/2024,2,Illenium,6375232,71096,75832,93.75%,SoFi Stadium,Inglewood,United States,,,
02/02/2024,02/02/2024,1,Los Alegres De Barranco,346572,3942,4375,90.10%,Rosemont Theatre,Rosemont,United States,,,
02/02/2024,02/02/2024,1,Los Tigres Del Norte,1137961,12317,12317,100%,Forum,Inglewood,United States,,,
02/02/2024,02/02/2024,1,Louis Tomlinson,709230,9490,11742,80.82%,Qudos Bank Arena,Sydney,Australia,,,
02/02/2024,02/02/2024,1,Luis Miguel,2540158,22228,22228,100%,Estadio Nacional ,Tegucigalpa,Honduras,,,
02/02/2024,02/04/2024,5,Paw Patrol Live!,726339,12888,19770,65.19%,EagleBank Arena,Fairfax,United States,,,
02/02/2024,02/03/2024,2,TWICE,11152710,114049,114049,100%,Foro Sol,Mexico City,Mexico,,,
02/02/2024,02/02/2024,1,Yonder Mountain String Band,26583,679,679,100%,Universal Preservation Hall,Saratoga Springs,United States,,,
02/01/2024,02/09/2024,5,Bruno Mars,9260108,25701,25701,100%,Dolby Live,Las Vegas,United States,,,
02/01/2024,02/01/2024,1,TobyMac,162784,5280,6441,81.97%,Paycom Center,Oklahoma City,United States,,,
02/01/2024,02/02/2024,2,Madonna,6748085,27405,27405,100%,United Center,Chicago,United States,,,
01/31/2024,01/31/2024,1,Davido,501580,7227,10463,69.07%,Accor Arena,Paris,France,,,
01/31/2024,01/31/2024,1,Depeche Mode,1525564,13444,13444,100%,OVO Hydro,Glasgow,Scotland,,,
01/31/2024,01/31/2024,1,Disturbed,416390,5627,6743,83.45%,Denny Sanford Premier Center,Sioux Falls,United States,,,
01/31/2024,01/31/2024,1,Ed Sheeran,7811520,50646,50646,100%,Tokyo Dome,Tokyo,Japan,,,
01/31/2024,01/31/2024,1,"Enrique Iglesias, Ricky Martin & Pitbull",1342894,10550,13089,80.60%,Chase Center,San Francisco,United States,,,
01/31/2024,02/01/2024,2,IVE,1725483,18851,18851,100%,Marine Messe,Fukuoka,Japan,,,
01/31/2024,01/31/2024,1,Novastar,324,60,60,100%,Ancienne,Brussels,Belgium,,,
01/31/2024,01/31/2024,1,Tool,1235549,10703,10703,100%,Moody Center,Austin,United States,,,
01/31/2024,01/31/2024,1,Travis Scott,1536262,14279,16156,88.38%,Kia Center,Orlando,United States,,,
01/30/2024,01/30/2024,1,Louis Tomlinson,437498,6389,7593,84.14%,Riverstage,Brisbane,Australia,,,
01/30/2024,01/30/2024,1,Luis Miguel,1918113,20941,20941,100%,Estadio Cuscatlán,San Salvador,El Salvador,,,
01/29/2024,01/29/2024,1,Cody Johnson,949170,15864,15864,100%,Bridgestone Arena,Nashville,United States,,,
01/29/2024,01/29/2024,1,Depeche Mode,1645165,15416,15416,100%,AO Arena,Manchester,England,,,
01/29/2024,01/29/2024,1,Disturbed,491386,6528,12100,53.95%,CHI Health Center,Omaha,United States,,,
01/29/2024,02/05/2024,8,Hamilton,2974034,33596,35136,95.62%,Fox Theatre,Atlanta,United States,,,
01/29/2024,01/30/2024,2,Mitski,431310,5240,5240,100%,Dr. Phillips Center,Orlando,United States,,,
01/29/2024,01/29/2024,1,Odd Eye Circle,58481,659,659,100%,Palace of Fine Arts,San Francisco,United States,,,
01/28/2024,01/28/2024,1,Amber Liu,14190,473,500,94.60%,9:30 Club,Washington,United States,,,
01/28/2024,01/28/2024,1,Davido,1201417,14919,14919,100%,O2 Arena,London,England,,,
01/28/2024,01/28/2024,1,Hits Deep Tour,145330,4087,6354,64.32%,Brookshire Grocery Arena,Bossier City,United States,,,
01/28/2024,01/28/2024,1,Louis Tomlinson,483922,7227,9046,79.89%,Sydney Myer Music Bowl,Melbourne,Australia,,,
01/28/2024,01/28/2024,1,Luis Miguel,1898538,9724,13941,69.75%,Explanada Cardales De Cayalá,Guatemala City,Guatemala,,,
01/28/2024,01/28/2024,1,Travis Scott,2749623,15891,15891,100%,Kaseya Center,Miami,United States,,,
01/27/2024,01/27/2024,1,André Rieu,718928,9321,9321,100%,SAP Arena,Mannheim,Germany,,,
01/27/2024,01/28/2024,2,ATEEZ,1374320,12846,13145,97.73%,Jamsil Indoor Stadium,Seoul,South Korea,,,
01/27/2024,01/27/2024,1,Britain's Strongest Man,458553,7552,8050,93.81%,Utilita Arena,Sheffield,England,,,
01/27/2024,01/27/2024,1,Cody Johnson,872080,13556,13556,100%,Desert Diamond Arena,Glendale,United States,,,
01/27/2024,01/27/2024,1,Disturbed,635685,9201,11124,82.71%,Paycom Center,Oklahoma City,United States,,,
01/27/2024,01/28/2024,2,Ed Sheeran,11570417,76495,76495,100%,Kyocera Dome ,Osaka,Japan,,,
01/27/2024,01/27/2024,1,Grace Potter,114022,1983,2500,79.32%,The Anthem,Washington,United States,,,
01/27/2024,01/27/2024,1,Hits Deep Tour,200139,5578,6803,81.99%,Ford Park Arena,Beaumont,United States,,,
01/27/2024,01/27/2024,1,Kansas,151437,1924,1924,100%,King Center ,Melbourne,United States,,,
01/27/2024,01/27/2024,1,Laura Pausini,744586,11933,12323,96.84%,WiZink Center,Madrid,Spain,,,
01/27/2024,01/27/2024,1,Luis Miguel,3045761,13941,13941,100%,Explanada Cardales De Cayalá,Guatemala City,Guatemala,,,
01/27/2024,01/27/2024,2,Nate Bargatze,1454254,19003,19436,97.77%,Angel of the Winds Arena,Everett,United States,,,
01/27/2024,01/27/2024,1,Peter Kay,1023639,13806,13806,100%,AO Arena,Manchester,England,,,
01/27/2024,01/27/2024,1,Yonder Mountain String Band,25200,700,700,100%,SPACE,Evanston,United States,,,
01/26/2024,01/26/2024,1,André Rieu,525015,6181,6181,100%,Arena Nürnberger,Nuremberg,Germany,,,
01/26/2024,01/26/2024,1,Cody Johnson,536740,8600,8600,100%,Pechanga Arena,San Diego,United States,,,
01/26/2024,01/28/2024,3,ENHYPEN,6847249,31363,31363,100%,Galaxy Arena,Macau,Macau,,,
01/26/2024,01/26/2024,1,Gloria Trevi,585520,5717,5717,100%,Payne Arena,Hidalgo,United States,,,
01/26/2024,01/26/2024,1,Hits Deep Tour,134587,4332,5407,80.12%,First National Bank Arena,Jonesboro,United States,,,
01/26/2024,01/26/2024,1,Le Gala des Pièces Jaunes,607489,12627,12881,98.03%,Accor Arena,Paris,France,,,
01/26/2024,01/28/2024,4,Monster Jam,1798530,47943,48648,98.55%,Prudential Center,Newark,United States,,,
01/26/2024,01/26/2024,1,Odd Eye Circle,164616,1568,1926,81.41%,The Orpheum,Los Angeles,United States,,,
01/26/2024,01/26/2024,1,Peter Kay,1021377,13783,13783,100%,AO Arena,Manchester,England,,,
01/26/2024,01/26/2024,1,Plain White T's,20650,700,700,100%,Bimbo's 365 Club,San Francisco,United States,,,
01/26/2024,03/02/2024,15,U2,84720544,249120,249120,100%,Sphere,Las Vegas,United States,,,
01/26/2024,01/26/2024,1,Xtreme International Ice Racing,45883,1980,3106,63.75%,Angel Of The Winds Arena,Everett,United States,,,
01/25/2024,01/25/2024,1,André Rieu,890507,10290,10290,100%,Olympiahalle,Munich,Germany,,,
01/25/2024,01/25/2024,1,Armin Van Buuren,84610,1400,1400,100%,Big Night Live,Boston,United States,,,
01/25/2024,01/27/2024,3,Black Pumas,622651,9657,9900,97.55%,The Salt Shed,Chicago,United States,,,
01/25/2024,01/25/2024,1,Madonna,2044220,12037,12037,100%,Wells Fargo Center,Philadelphia,United States,,,
01/25/2024,01/25/2024,1,Yonder Mountain String Band,20965,605,810,74.69%,Poplar Hall,Appleton,United States,,,
01/24/2024,01/24/2024,1,André Rieu,857308,9835,9835,100%,Hanns-Martin-Schleyer-Halle,Stuttgart,Germany,,,
01/24/2024,01/24/2024,1,Billy Joel,7924359,44401,44401,100%,Tokyo Dome,Tokyo,Japan,,,
01/24/2024,01/24/2024,1,Depeche Mode,1621722,14691,14691,100%,Utilita Arena,Birmingham,England,,,
01/24/2024,01/24/2024,1,Lord Huron,80425,1529,1529,100%,Tivoli,Brisbane,Australia,,,
01/24/2024,01/24/2024,1,Odd Eye Circle,54718,626,626,100%,The Marquee,Tempe,United States,,,
01/24/2024,01/24/2024,1,Tool,1506943,12005,12005,100%,State Farm Arena,Atlanta,United States,,,
01/24/2024,01/24/2024,1,Travis Scott,1474658,9984,12364,80.75%,Schottenstein Center,Columbus,United States,,,
01/23/2024,01/31/2024,6,Coldplay,43362247,321113,321113,100%,National Stadium,Singapore,Singapore,,,
01/23/2024,01/23/2024,1,Disturbed,421008,5189,6528,79.49%,Resch Center,Green Bay,United States,,,
01/23/2024,01/23/2024,1,Luis Miguel,1356043,11967,13771,86.90%,Coliseo de Puerto Rico,San Juan,Puerto Rico,,,
01/22/2024,01/27/2024,2,Depeche Mode,3872896,34843,34843,100%,O2 Arena,London,England,,,
01/22/2024,01/22/2024,1,Disturbed,589119,8197,9181,89.28%,Van Andel Arena,Grand Rapids,United States,,,
01/22/2024,01/22/2024,1,Gracie Abrams,1285,1949,1949,100%,Forum Melbourne,Melbourne,Australia,,,
